GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US08031003201,08031003201,"Census Tract 32.01, Denver County, Colorado",60009,5381
1400000US08031003202,08031003202,"Census Tract 32.02, Denver County, Colorado",54161,6544
1400000US08031003203,08031003203,"Census Tract 32.03, Denver County, Colorado",149116,34181
1400000US08031003300,08031003300,"Census Tract 33, Denver County, Colorado",121071,11490
1400000US08031003401,08031003401,"Census Tract 34.01, Denver County, Colorado",85742,10256
1400000US08031003402,08031003402,"Census Tract 34.02, Denver County, Colorado",126250,21566
1400000US08031003500,08031003500,"Census Tract 35, Denver County, Colorado",43585,5485
1400000US08031003601,08031003601,"Census Tract 36.01, Denver County, Colorado",38542,5838
1400000US08031003602,08031003602,"Census Tract 36.02, Denver County, Colorado",44601,7003
1400000US08031003603,08031003603,"Census Tract 36.03, Denver County, Colorado",66023,11313
1400000US08031003701,08031003701,"Census Tract 37.01, Denver County, Colorado",59550,15387
1400000US08031003702,08031003702,"Census Tract 37.02, Denver County, Colorado",43846,6948
1400000US08031003703,08031003703,"Census Tract 37.03, Denver County, Colorado",61299,8260
1400000US08031003800,08031003800,"Census Tract 38, Denver County, Colorado",105748,18715
1400000US08031003901,08031003901,"Census Tract 39.01, Denver County, Colorado",135396,9222
1400000US08031003902,08031003902,"Census Tract 39.02, Denver County, Colorado",95720,4105
1400000US08031004002,08031004002,"Census Tract 40.02, Denver County, Colorado",107411,12677
1400000US08031004003,08031004003,"Census Tract 40.03, Denver County, Colorado",79412,15366
1400000US08031004004,08031004004,"Census Tract 40.04, Denver County, Colorado",76172,5195
1400000US08031004005,08031004005,"Census Tract 40.05, Denver County, Colorado",48533,5564
1400000US08031004006,08031004006,"Census Tract 40.06, Denver County, Colorado",74221,14480
1400000US08031004101,08031004101,"Census Tract 41.01, Denver County, Colorado",34325,6135
1400000US08031004102,08031004102,"Census Tract 41.02, Denver County, Colorado",36394,2907
1400000US08031004103,08031004103,"Census Tract 41.03, Denver County, Colorado",91214,12152
1400000US08031004104,08031004104,"Census Tract 41.04, Denver County, Colorado",68684,15421
1400000US08031004106,08031004106,"Census Tract 41.06, Denver County, Colorado",136307,9814
1400000US08031004107,08031004107,"Census Tract 41.07, Denver County, Colorado",103750,11278
1400000US08031004201,08031004201,"Census Tract 42.01, Denver County, Colorado",94276,11219
1400000US08031004202,08031004202,"Census Tract 42.02, Denver County, Colorado",105179,16025
1400000US08031004301,08031004301,"Census Tract 43.01, Denver County, Colorado",45256,3804
1400000US08031004302,08031004302,"Census Tract 43.02, Denver County, Colorado",83085,7784
1400000US08031004303,08031004303,"Census Tract 43.03, Denver County, Colorado",175313,31460
1400000US08031004304,08031004304,"Census Tract 43.04, Denver County, Colorado",84068,10128
1400000US08031004306,08031004306,"Census Tract 43.06, Denver County, Colorado",100977,13192
1400000US08031004403,08031004403,"Census Tract 44.03, Denver County, Colorado",52621,6731
1400000US08031004404,08031004404,"Census Tract 44.04, Denver County, Colorado",35555,6298
1400000US08031004405,08031004405,"Census Tract 44.05, Denver County, Colorado",76390,11185
1400000US08031004503,08031004503,"Census Tract 45.03, Denver County, Colorado",35208,8224
1400000US08031004504,08031004504,"Census Tract 45.04, Denver County, Colorado",42256,7119
1400000US08031004505,08031004505,"Census Tract 45.05, Denver County, Colorado",30192,12384
1400000US08031004506,08031004506,"Census Tract 45.06, Denver County, Colorado",29464,6827
1400000US08031004601,08031004601,"Census Tract 46.01, Denver County, Colorado",47176,4229
1400000US08031004602,08031004602,"Census Tract 46.02, Denver County, Colorado",44833,8794
1400000US08031004603,08031004603,"Census Tract 46.03, Denver County, Colorado",51324,9452
1400000US08031004700,08031004700,"Census Tract 47, Denver County, Colorado",57417,6687
1400000US08031004801,08031004801,"Census Tract 48.01, Denver County, Colorado",64676,16500
1400000US08031005001,08031005001,"Census Tract 50.01, Denver County, Colorado",62569,6870
1400000US08031005002,08031005002,"Census Tract 50.02, Denver County, Colorado",37278,3916
1400000US08031005102,08031005102,"Census Tract 51.02, Denver County, Colorado",61349,11866
1400000US08031005104,08031005104,"Census Tract 51.04, Denver County, Colorado",38176,4508
1400000US08031005200,08031005200,"Census Tract 52, Denver County, Colorado",80156,10344
1400000US08031005300,08031005300,"Census Tract 53, Denver County, Colorado",39470,9221
1400000US08031005502,08031005502,"Census Tract 55.02, Denver County, Colorado",78810,9374
1400000US08031005503,08031005503,"Census Tract 55.03, Denver County, Colorado",68025,9431
1400000US08031006701,08031006701,"Census Tract 67.01, Denver County, Colorado",66190,5401
1400000US08031006804,08031006804,"Census Tract 68.04, Denver County, Colorado",84049,9482
1400000US08031006809,08031006809,"Census Tract 68.09, Denver County, Colorado",54119,9173
1400000US08031006810,08031006810,"Census Tract 68.10, Denver County, Colorado",63867,6354
1400000US08031006811,08031006811,"Census Tract 68.11, Denver County, Colorado",58515,8003
1400000US08031006812,08031006812,"Census Tract 68.12, Denver County, Colorado",57414,7261
1400000US08031006813,08031006813,"Census Tract 68.13, Denver County, Colorado",39164,5212
1400000US08031006814,08031006814,"Census Tract 68.14, Denver County, Colorado",49074,10902
1400000US08031006901,08031006901,"Census Tract 69.01, Denver County, Colorado",31770,2499
1400000US08031007006,08031007006,"Census Tract 70.06, Denver County, Colorado",35465,6192
1400000US08031007013,08031007013,"Census Tract 70.13, Denver County, Colorado",59470,8334
1400000US08031007037,08031007037,"Census Tract 70.37, Denver County, Colorado",35117,5709
1400000US08031007088,08031007088,"Census Tract 70.88, Denver County, Colorado",64892,9661
1400000US08031007089,08031007089,"Census Tract 70.89, Denver County, Colorado",31813,3302
1400000US08031008304,08031008304,"Census Tract 83.04, Denver County, Colorado",47112,6557
1400000US08031008305,08031008305,"Census Tract 83.05, Denver County, Colorado",48551,8701
1400000US08031008306,08031008306,"Census Tract 83.06, Denver County, Colorado",37419,7094
1400000US08031008312,08031008312,"Census Tract 83.12, Denver County, Colorado",48306,9026
1400000US08031008386,08031008386,"Census Tract 83.86, Denver County, Colorado",54482,8852
1400000US08031008387,08031008387,"Census Tract 83.87, Denver County, Colorado",54487,7019
1400000US08031008388,08031008388,"Census Tract 83.88, Denver County, Colorado",55807,4881
1400000US08031008389,08031008389,"Census Tract 83.89, Denver County, Colorado",85465,10824
1400000US08031008390,08031008390,"Census Tract 83.90, Denver County, Colorado",61053,14536
1400000US08031008391,08031008391,"Census Tract 83.91, Denver County, Colorado",69219,10503
1400000US08031011902,08031011902,"Census Tract 119.02, Denver County, Colorado",62515,8119
1400000US08031011903,08031011903,"Census Tract 119.03, Denver County, Colorado",55857,8245
1400000US08031012001,08031012001,"Census Tract 120.01, Denver County, Colorado",76080,16661
1400000US08031012010,08031012010,"Census Tract 120.10, Denver County, Colorado",62056,9775
1400000US08031012014,08031012014,"Census Tract 120.14, Denver County, Colorado",59127,8160
1400000US08031015300,08031015300,"Census Tract 153, Denver County, Colorado",46731,8953
1400000US08031015400,08031015400,"Census Tract 154, Denver County, Colorado",61250,11312
1400000US08031015500,08031015500,"Census Tract 155, Denver County, Colorado",41069,2850
1400000US08031015600,08031015600,"Census Tract 156, Denver County, Colorado",29144,5612
1400000US08031015700,08031015700,"Census Tract 157, Denver County, Colorado",41241,4408
1400000US08031980000,08031980000,"Census Tract 9800, Denver County, Colorado",50375,6309
1400000US08031980100,08031980100,"Census Tract 9801, Denver County, Colorado",-,**
