GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US08031003003,08031003003,"Census Tract 30.03, Denver County, Colorado",1273,205
1400000US08031003004,08031003004,"Census Tract 30.04, Denver County, Colorado",967,95
1400000US08031003101,08031003101,"Census Tract 31.01, Denver County, Colorado",849,62
1400000US08031003102,08031003102,"Census Tract 31.02, Denver County, Colorado",786,56
1400000US08031003201,08031003201,"Census Tract 32.01, Denver County, Colorado",1032,63
1400000US08031003202,08031003202,"Census Tract 32.02, Denver County, Colorado",978,103
1400000US08031003203,08031003203,"Census Tract 32.03, Denver County, Colorado",1709,73
1400000US08031003300,08031003300,"Census Tract 33, Denver County, Colorado",1648,111
1400000US08031003401,08031003401,"Census Tract 34.01, Denver County, Colorado",1235,207
1400000US08031003402,08031003402,"Census Tract 34.02, Denver County, Colorado",1801,654
1400000US08031003500,08031003500,"Census Tract 35, Denver County, Colorado",953,68
1400000US08031003601,08031003601,"Census Tract 36.01, Denver County, Colorado",853,46
1400000US08031003602,08031003602,"Census Tract 36.02, Denver County, Colorado",905,228
1400000US08031003603,08031003603,"Census Tract 36.03, Denver County, Colorado",1058,155
1400000US08031003701,08031003701,"Census Tract 37.01, Denver County, Colorado",929,89
1400000US08031003702,08031003702,"Census Tract 37.02, Denver County, Colorado",852,53
1400000US08031003703,08031003703,"Census Tract 37.03, Denver County, Colorado",942,48
1400000US08031003800,08031003800,"Census Tract 38, Denver County, Colorado",1413,91
1400000US08031003901,08031003901,"Census Tract 39.01, Denver County, Colorado",1740,110
1400000US08031003902,08031003902,"Census Tract 39.02, Denver County, Colorado",1649,162
1400000US08031004002,08031004002,"Census Tract 40.02, Denver County, Colorado",2086,210
1400000US08031004003,08031004003,"Census Tract 40.03, Denver County, Colorado",1538,127
1400000US08031004004,08031004004,"Census Tract 40.04, Denver County, Colorado",1392,115
1400000US08031004005,08031004005,"Census Tract 40.05, Denver County, Colorado",876,35
1400000US08031004006,08031004006,"Census Tract 40.06, Denver County, Colorado",1208,126
1400000US08031004101,08031004101,"Census Tract 41.01, Denver County, Colorado",947,67
1400000US08031004102,08031004102,"Census Tract 41.02, Denver County, Colorado",1114,110
1400000US08031004103,08031004103,"Census Tract 41.03, Denver County, Colorado",-,**
1400000US08031004104,08031004104,"Census Tract 41.04, Denver County, Colorado",1197,120
1400000US08031004106,08031004106,"Census Tract 41.06, Denver County, Colorado",1721,249
1400000US08031004107,08031004107,"Census Tract 41.07, Denver County, Colorado",1481,121
1400000US08031004201,08031004201,"Census Tract 42.01, Denver County, Colorado",1052,192
1400000US08031004202,08031004202,"Census Tract 42.02, Denver County, Colorado",1042,193
1400000US08031004301,08031004301,"Census Tract 43.01, Denver County, Colorado",869,33
1400000US08031004302,08031004302,"Census Tract 43.02, Denver County, Colorado",1017,147
1400000US08031004303,08031004303,"Census Tract 43.03, Denver County, Colorado",2114,263
1400000US08031004304,08031004304,"Census Tract 43.04, Denver County, Colorado",1329,180
1400000US08031004306,08031004306,"Census Tract 43.06, Denver County, Colorado",1493,221
1400000US08031004403,08031004403,"Census Tract 44.03, Denver County, Colorado",1214,84
1400000US08031004404,08031004404,"Census Tract 44.04, Denver County, Colorado",809,71
1400000US08031004405,08031004405,"Census Tract 44.05, Denver County, Colorado",1325,81
1400000US08031004503,08031004503,"Census Tract 45.03, Denver County, Colorado",852,96
1400000US08031004504,08031004504,"Census Tract 45.04, Denver County, Colorado",997,97
1400000US08031004505,08031004505,"Census Tract 45.05, Denver County, Colorado",983,131
1400000US08031004506,08031004506,"Census Tract 45.06, Denver County, Colorado",784,62
1400000US08031004601,08031004601,"Census Tract 46.01, Denver County, Colorado",1156,100
1400000US08031004602,08031004602,"Census Tract 46.02, Denver County, Colorado",910,159
1400000US08031004603,08031004603,"Census Tract 46.03, Denver County, Colorado",1019,90
1400000US08031004700,08031004700,"Census Tract 47, Denver County, Colorado",870,99
1400000US08031004801,08031004801,"Census Tract 48.01, Denver County, Colorado",1219,893
1400000US08031005001,08031005001,"Census Tract 50.01, Denver County, Colorado",1268,245
1400000US08031005002,08031005002,"Census Tract 50.02, Denver County, Colorado",935,36
1400000US08031005102,08031005102,"Census Tract 51.02, Denver County, Colorado",1085,288
1400000US08031005104,08031005104,"Census Tract 51.04, Denver County, Colorado",921,33
1400000US08031005200,08031005200,"Census Tract 52, Denver County, Colorado",1310,402
1400000US08031005300,08031005300,"Census Tract 53, Denver County, Colorado",1015,184
1400000US08031005502,08031005502,"Census Tract 55.02, Denver County, Colorado",1213,58
1400000US08031005503,08031005503,"Census Tract 55.03, Denver County, Colorado",960,518
1400000US08031006701,08031006701,"Census Tract 67.01, Denver County, Colorado",1422,38
1400000US08031006804,08031006804,"Census Tract 68.04, Denver County, Colorado",1572,140
1400000US08031006809,08031006809,"Census Tract 68.09, Denver County, Colorado",1115,83
1400000US08031006810,08031006810,"Census Tract 68.10, Denver County, Colorado",1138,58
1400000US08031006811,08031006811,"Census Tract 68.11, Denver County, Colorado",984,71
1400000US08031006812,08031006812,"Census Tract 68.12, Denver County, Colorado",1321,251
1400000US08031006813,08031006813,"Census Tract 68.13, Denver County, Colorado",995,74
1400000US08031006814,08031006814,"Census Tract 68.14, Denver County, Colorado",994,116
1400000US08031006901,08031006901,"Census Tract 69.01, Denver County, Colorado",856,38
1400000US08031007006,08031007006,"Census Tract 70.06, Denver County, Colorado",984,46
1400000US08031007013,08031007013,"Census Tract 70.13, Denver County, Colorado",1300,61
1400000US08031007037,08031007037,"Census Tract 70.37, Denver County, Colorado",790,45
1400000US08031007088,08031007088,"Census Tract 70.88, Denver County, Colorado",1351,52
1400000US08031007089,08031007089,"Census Tract 70.89, Denver County, Colorado",840,40
1400000US08031008304,08031008304,"Census Tract 83.04, Denver County, Colorado",1385,134
1400000US08031008305,08031008305,"Census Tract 83.05, Denver County, Colorado",1446,98
1400000US08031008306,08031008306,"Census Tract 83.06, Denver County, Colorado",893,53
1400000US08031008312,08031008312,"Census Tract 83.12, Denver County, Colorado",1210,214
1400000US08031008386,08031008386,"Census Tract 83.86, Denver County, Colorado",1227,122
1400000US08031008387,08031008387,"Census Tract 83.87, Denver County, Colorado",1238,248
1400000US08031008388,08031008388,"Census Tract 83.88, Denver County, Colorado",1249,95
1400000US08031008389,08031008389,"Census Tract 83.89, Denver County, Colorado",1827,137
1400000US08031008390,08031008390,"Census Tract 83.90, Denver County, Colorado",1304,264
1400000US08031008391,08031008391,"Census Tract 83.91, Denver County, Colorado",1570,169
1400000US08031011902,08031011902,"Census Tract 119.02, Denver County, Colorado",1024,83
1400000US08031011903,08031011903,"Census Tract 119.03, Denver County, Colorado",1144,136
1400000US08031012001,08031012001,"Census Tract 120.01, Denver County, Colorado",788,207
1400000US08031012010,08031012010,"Census Tract 120.10, Denver County, Colorado",1114,58
1400000US08031012014,08031012014,"Census Tract 120.14, Denver County, Colorado",1174,75
1400000US08031015300,08031015300,"Census Tract 153, Denver County, Colorado",913,95
1400000US08031015400,08031015400,"Census Tract 154, Denver County, Colorado",1119,185
1400000US08031015500,08031015500,"Census Tract 155, Denver County, Colorado",911,36
1400000US08031015600,08031015600,"Census Tract 156, Denver County, Colorado",733,62
1400000US08031015700,08031015700,"Census Tract 157, Denver County, Colorado",1052,121
1400000US08031980000,08031980000,"Census Tract 9800, Denver County, Colorado",1219,99
1400000US08031980100,08031980100,"Census Tract 9801, Denver County, Colorado",-,**
