GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; With cash rent:,Margin of Error; With cash rent:,Estimate; With cash rent: - Less than $100,Margin of Error; With cash rent: - Less than $100,Estimate; With cash rent: - $100 to $149,Margin of Error; With cash rent: - $100 to $149,Estimate; With cash rent: - $150 to $199,Margin of Error; With cash rent: - $150 to $199,Estimate; With cash rent: - $200 to $249,Margin of Error; With cash rent: - $200 to $249,Estimate; With cash rent: - $250 to $299,Margin of Error; With cash rent: - $250 to $299,Estimate; With cash rent: - $300 to $349,Margin of Error; With cash rent: - $300 to $349,Estimate; With cash rent: - $350 to $399,Margin of Error; With cash rent: - $350 to $399,Estimate; With cash rent: - $400 to $449,Margin of Error; With cash rent: - $400 to $449,Estimate; With cash rent: - $450 to $499,Margin of Error; With cash rent: - $450 to $499,Estimate; With cash rent: - $500 to $549,Margin of Error; With cash rent: - $500 to $549,Estimate; With cash rent: - $550 to $599,Margin of Error; With cash rent: - $550 to $599,Estimate; With cash rent: - $600 to $649,Margin of Error; With cash rent: - $600 to $649,Estimate; With cash rent: - $650 to $699,Margin of Error; With cash rent: - $650 to $699,Estimate; With cash rent: - $700 to $749,Margin of Error; With cash rent: - $700 to $749,Estimate; With cash rent: - $750 to $799,Margin of Error; With cash rent: - $750 to $799,Estimate; With cash rent: - $800 to $899,Margin of Error; With cash rent: - $800 to $899,Estimate; With cash rent: - $900 to $999,Margin of Error; With cash rent: - $900 to $999,"Estimate; With cash rent: - $1,000 to $1,249","Margin of Error; With cash rent: - $1,000 to $1,249","Estimate; With cash rent: - $1,250 to $1,499","Margin of Error; With cash rent: - $1,250 to $1,499","Estimate; With cash rent: - $1,500 to $1,999","Margin of Error; With cash rent: - $1,500 to $1,999","Estimate; With cash rent: - $2,000 to $2,499","Margin of Error; With cash rent: - $2,000 to $2,499","Estimate; With cash rent: - $2,500 to $2,999","Margin of Error; With cash rent: - $2,500 to $2,999","Estimate; With cash rent: - $3,000 to $3,499","Margin of Error; With cash rent: - $3,000 to $3,499","Estimate; With cash rent: - $3,500 or more","Margin of Error; With cash rent: - $3,500 or more",Estimate; No cash rent,Margin of Error; No cash rent
1400000US08031003001,08031003001,"Census Tract 30.01, Denver County, Colorado",775,185,760,185,0,16,0,16,0,16,13,22,0,16,0,16,0,16,0,16,0,16,32,36,0,16,42,41,0,16,77,91,12,20,108,90,42,39,94,69,112,77,172,94,16,24,0,16,0,16,40,36,15,24
1400000US08031003002,08031003002,"Census Tract 30.02, Denver County, Colorado",618,111,609,111,15,22,0,11,0,11,14,20,0,11,6,10,0,11,11,17,0,11,0,11,0,11,10,17,0,11,13,16,13,16,33,37,55,51,157,75,62,40,138,69,20,18,17,20,45,36,0,11,9,13
1400000US08031003003,08031003003,"Census Tract 30.03, Denver County, Colorado",593,84,583,84,0,11,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11,0,11,13,14,0,11,52,51,24,25,36,46,58,46,30,29,59,40,116,54,169,73,17,14,0,11,0,11,0,11,10,13
1400000US08031003004,08031003004,"Census Tract 30.04, Denver County, Colorado",1365,168,1299,177,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,48,75,12,20,0,16,49,66,95,73,133,92,61,60,141,79,166,115,216,99,32,39,147,103,109,76,90,61,0,16,0,16,66,73
1400000US08031003101,08031003101,"Census Tract 31.01, Denver County, Colorado",348,68,333,66,0,11,0,11,24,35,27,18,10,13,12,12,6,9,0,11,0,11,0,11,13,15,5,7,5,9,21,18,14,20,60,41,5,7,61,31,22,19,39,30,6,9,3,6,0,11,0,11,15,20
1400000US08031003102,08031003102,"Census Tract 31.02, Denver County, Colorado",1489,104,1479,105,62,60,29,24,17,19,287,77,57,38,24,22,29,36,7,12,46,29,9,14,0,11,22,20,29,26,57,34,89,50,155,74,123,65,155,65,105,51,103,54,48,31,26,24,0,11,0,11,10,15
1400000US08031003201,08031003201,"Census Tract 32.01, Denver County, Colorado",1855,225,1855,225,16,23,13,27,0,16,18,29,0,16,25,38,22,35,33,49,23,37,33,39,14,24,122,92,88,79,95,72,28,31,163,75,155,111,619,179,226,109,145,82,17,28,0,16,0,16,0,16,0,16
1400000US08031003202,08031003202,"Census Tract 32.02, Denver County, Colorado",1352,125,1330,127,0,11,0,11,0,11,0,11,11,16,8,13,7,10,40,42,9,15,45,27,66,52,73,64,42,47,153,69,66,37,72,37,93,42,172,66,211,88,185,79,65,73,12,19,0,11,0,11,22,25
1400000US08031003203,08031003203,"Census Tract 32.03, Denver County, Colorado",276,78,249,81,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,21,25,25,11,17,169,76,18,21,0,11,0,11,8,14,27,25
1400000US08031003300,08031003300,"Census Tract 33, Denver County, Colorado",521,91,516,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16,0,11,0,11,10,15,38,44,6,9,22,35,0,11,79,37,23,17,237,94,81,57,10,16,0,11,0,11,5,10
1400000US08031003401,08031003401,"Census Tract 34.01, Denver County, Colorado",341,85,311,81,0,11,0,11,0,11,0,11,11,16,0,11,0,11,0,11,0,11,0,11,10,15,0,11,10,16,0,11,0,11,21,25,49,35,58,55,47,31,35,29,35,40,35,28,0,11,0,11,30,26
1400000US08031003402,08031003402,"Census Tract 34.02, Denver County, Colorado",381,110,355,109,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,13,0,11,0,11,0,11,37,55,0,11,0,11,10,13,0,11,17,18,14,15,68,54,39,25,108,76,28,21,18,20,8,14,26,24
1400000US08031003500,08031003500,"Census Tract 35, Denver County, Colorado",966,127,937,124,0,16,0,16,10,16,0,16,0,16,0,16,80,50,11,17,0,16,20,30,53,43,8,12,53,43,22,32,49,40,98,55,122,62,255,91,124,72,32,39,0,16,0,16,0,16,0,16,29,32
1400000US08031003601,08031003601,"Census Tract 36.01, Denver County, Colorado",847,104,841,104,13,17,11,18,0,11,75,56,25,28,8,12,7,11,13,15,6,9,0,11,24,23,21,26,41,37,67,56,33,36,144,72,50,49,108,55,53,36,118,57,16,26,8,13,0,11,0,11,6,10
1400000US08031003602,08031003602,"Census Tract 36.02, Denver County, Colorado",720,153,702,152,0,11,27,43,0,11,0,11,19,22,7,13,0,11,10,17,32,39,29,39,14,26,7,11,12,19,54,56,124,86,10,15,117,80,94,73,56,41,90,70,0,11,0,11,0,11,0,11,18,29
1400000US08031003603,08031003603,"Census Tract 36.03, Denver County, Colorado",432,103,432,103,0,11,0,11,0,11,28,27,21,25,8,13,37,52,0,11,0,11,0,11,25,39,0,11,12,18,15,17,0,11,45,38,0,11,108,62,39,37,41,46,53,40,0,11,0,11,0,11,0,11
1400000US08031003701,08031003701,"Census Tract 37.01, Denver County, Colorado",1128,127,1118,126,6,11,0,11,0,11,0,11,12,20,0,11,0,11,0,11,36,41,22,25,78,50,9,14,35,28,195,97,8,13,128,85,103,43,135,81,65,36,239,102,27,19,10,16,10,15,0,11,10,17
1400000US08031003702,08031003702,"Census Tract 37.02, Denver County, Colorado",2033,170,1955,175,44,68,0,11,17,29,121,97,0,11,18,29,0,11,14,23,18,29,10,17,47,75,139,107,116,97,90,80,173,99,327,113,175,117,292,125,136,78,177,116,23,35,18,29,0,11,0,11,78,83
1400000US08031003703,08031003703,"Census Tract 37.03, Denver County, Colorado",919,110,913,113,29,45,0,11,0,11,0,11,10,16,7,12,0,11,0,11,18,27,36,45,11,13,31,48,56,44,23,23,45,37,121,62,167,76,173,75,91,48,72,47,14,12,9,13,0,11,0,11,6,8
1400000US08031003800,08031003800,"Census Tract 38, Denver County, Colorado",2031,262,2031,262,13,20,0,16,12,18,28,34,67,70,45,42,73,75,57,72,17,28,0,16,0,16,44,72,13,21,0,16,0,16,63,62,90,80,230,99,404,195,446,160,171,108,65,62,31,35,162,113,0,16
1400000US08031003901,08031003901,"Census Tract 39.01, Denver County, Colorado",450,148,433,146,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,30,13,20,73,52,234,143,65,58,12,20,18,28,0,11,17,26
1400000US08031003902,08031003902,"Census Tract 39.02, Denver County, Colorado",424,89,424,89,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,13,0,11,10,15,9,16,36,44,0,11,50,34,46,47,174,79,56,43,26,41,8,13,0,11,0,11
1400000US08031004002,08031004002,"Census Tract 40.02, Denver County, Colorado",150,51,138,51,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,13,4,7,0,11,0,11,45,27,64,42,0,11,16,19,0,11,12,20
1400000US08031004003,08031004003,"Census Tract 40.03, Denver County, Colorado",542,132,536,133,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,23,0,11,0,11,6,9,6,9,0,11,48,33,172,84,213,88,71,50,0,11,0,11,0,11,6,11
1400000US08031004004,08031004004,"Census Tract 40.04, Denver County, Colorado",78,37,76,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,5,3,6,0,11,0,11,0,11,0,11,0,11,15,18,30,22,17,15,0,11,4,6,4,6,0,11,2,5
1400000US08031004005,08031004005,"Census Tract 40.05, Denver County, Colorado",1123,136,1115,134,0,11,0,11,0,11,0,11,0,11,12,13,0,11,27,42,9,13,8,12,20,33,12,14,76,45,58,44,132,52,267,83,132,78,161,68,65,38,54,33,45,39,0,11,9,15,28,25,8,12
1400000US08031004006,08031004006,"Census Tract 40.06, Denver County, Colorado",976,141,913,139,0,11,0,11,0,11,0,11,0,11,0,11,12,18,0,11,9,15,32,33,36,33,4,7,0,11,15,17,39,33,54,47,86,48,204,127,169,76,119,75,51,73,17,27,40,36,26,41,63,54
1400000US08031004101,08031004101,"Census Tract 41.01, Denver County, Colorado",1171,113,1145,114,0,11,0,11,0,11,55,51,41,45,0,11,24,26,21,33,31,47,0,11,0,11,55,45,15,22,21,22,69,50,161,78,170,79,244,99,93,58,132,80,5,7,8,13,0,11,0,11,26,28
1400000US08031004102,08031004102,"Census Tract 41.02, Denver County, Colorado",629,113,589,112,0,11,21,33,13,17,8,14,0,11,0,11,22,24,0,11,11,17,0,11,0,11,0,11,10,16,0,11,10,15,42,44,92,52,144,82,56,40,117,55,43,42,0,11,0,11,0,11,40,47
1400000US08031004103,08031004103,"Census Tract 41.03, Denver County, Colorado",263,133,263,133,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,16,25,0,16,0,16,0,16,32,47,31,40,53,81,0,16,0,16,70,90,30,40,14,22,17,28,0,16,0,16,0,16
1400000US08031004104,08031004104,"Census Tract 41.04, Denver County, Colorado",349,118,349,118,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,15,0,11,0,11,0,11,7,12,0,11,42,53,25,27,0,11,116,80,68,41,57,49,25,27,0,11,0,11,0,11,0,11
1400000US08031004106,08031004106,"Census Tract 41.06, Denver County, Colorado",743,189,686,185,0,18,0,18,0,18,0,18,11,18,0,18,15,25,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,40,49,0,18,54,69,136,85,197,97,126,68,36,35,71,101,0,18,57,73
1400000US08031004107,08031004107,"Census Tract 41.07, Denver County, Colorado",1040,145,1032,145,0,16,0,16,10,16,0,16,0,16,0,16,0,16,0,16,0,16,33,51,38,44,0,16,0,16,0,16,10,21,46,31,29,27,154,74,212,81,275,101,190,94,0,16,35,47,0,16,8,13
1400000US08031004201,08031004201,"Census Tract 42.01, Denver County, Colorado",447,108,425,108,0,11,0,11,0,11,9,13,0,11,0,11,0,11,0,11,0,11,0,11,9,14,9,15,10,16,51,47,31,47,55,56,19,22,93,72,63,48,28,26,28,43,10,15,10,15,0,11,22,24
1400000US08031004202,08031004202,"Census Tract 42.02, Denver County, Colorado",289,79,280,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,41,0,11,0,11,0,11,24,32,26,40,10,16,31,33,9,15,72,59,21,24,59,37,0,11,0,11,0,11,0,11,9,14
1400000US08031004301,08031004301,"Census Tract 43.01, Denver County, Colorado",1892,210,1836,216,0,11,0,11,0,11,32,36,0,11,12,20,0,11,0,11,0,11,41,48,150,96,54,60,103,90,53,51,168,91,444,175,188,95,224,99,149,109,147,80,30,35,28,42,0,11,13,21,56,57
1400000US08031004302,08031004302,"Census Tract 43.02, Denver County, Colorado",321,98,321,98,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,23,8,12,0,11,0,11,0,11,0,11,12,20,0,11,52,51,69,66,66,64,25,25,33,26,0,11,8,12,33,35,0,11,0,11
1400000US08031004303,08031004303,"Census Tract 43.03, Denver County, Colorado",183,76,167,75,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,9,0,11,0,11,0,11,0,11,12,13,52,36,59,58,9,14,11,18,18,20,16,17
1400000US08031004304,08031004304,"Census Tract 43.04, Denver County, Colorado",997,222,977,218,0,16,0,16,0,16,0,16,29,38,0,16,0,16,0,16,0,16,0,16,0,16,102,102,0,16,0,16,0,16,85,56,73,63,147,106,166,115,239,130,57,64,79,68,0,16,0,16,20,31
1400000US08031004306,08031004306,"Census Tract 43.06, Denver County, Colorado",905,146,897,146,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,78,69,33,37,255,114,85,65,332,109,71,67,9,15,0,16,34,39,8,14
1400000US08031004403,08031004403,"Census Tract 44.03, Denver County, Colorado",994,129,984,131,0,11,0,11,10,15,0,11,8,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,38,47,7,11,36,43,78,48,92,50,261,105,306,101,122,61,26,40,0,11,0,11,0,11,10,13
1400000US08031004404,08031004404,"Census Tract 44.04, Denver County, Colorado",1724,160,1712,157,0,16,55,74,0,16,0,16,0,16,0,16,0,16,105,95,13,24,19,34,257,116,78,76,175,104,35,39,101,85,191,93,65,59,230,100,198,87,151,88,39,51,0,16,0,16,0,16,12,20
1400000US08031004405,08031004405,"Census Tract 44.05, Denver County, Colorado",1783,239,1741,237,0,16,0,16,16,25,17,27,90,85,0,16,0,16,34,55,45,69,0,16,0,16,47,67,26,31,12,21,4,10,120,78,61,71,267,117,440,132,264,112,68,48,62,78,95,80,73,88,42,67
1400000US08031004503,08031004503,"Census Tract 45.03, Denver County, Colorado",721,118,671,120,0,11,0,11,26,30,26,25,0,11,21,24,40,42,6,10,12,19,0,11,14,24,23,29,34,38,63,53,23,28,92,58,58,42,160,81,54,56,19,25,0,11,0,11,0,11,0,11,50,43
1400000US08031004504,08031004504,"Census Tract 45.04, Denver County, Colorado",641,93,620,95,0,11,0,11,0,11,0,11,0,11,0,11,21,32,0,11,0,11,0,11,0,11,0,11,25,32,7,13,54,42,133,52,72,41,145,67,44,34,67,43,52,43,0,11,0,11,0,11,21,25
1400000US08031004505,08031004505,"Census Tract 45.05, Denver County, Colorado",802,103,774,105,0,11,0,11,0,11,0,11,14,23,0,11,5,11,0,11,0,11,0,11,49,39,53,42,8,11,53,48,59,50,93,59,64,47,154,86,147,74,75,61,0,11,0,11,0,11,0,11,28,30
1400000US08031004506,08031004506,"Census Tract 45.06, Denver County, Colorado",696,67,677,70,70,38,25,27,27,22,19,18,27,20,29,26,0,11,10,13,11,17,21,25,9,11,36,29,9,14,5,8,59,37,61,32,39,31,128,57,38,31,43,34,11,16,0,11,0,11,0,11,19,24
1400000US08031004601,08031004601,"Census Tract 46.01, Denver County, Colorado",572,116,572,116,0,16,0,16,0,16,26,39,0,16,0,16,0,16,0,16,7,12,0,16,12,14,0,16,4,7,0,16,29,37,52,58,44,46,180,79,170,86,44,51,4,8,0,16,0,16,0,16,0,16
1400000US08031004602,08031004602,"Census Tract 46.02, Denver County, Colorado",1408,201,1374,206,0,16,0,16,0,16,37,57,0,16,30,33,38,58,0,16,14,23,0,16,77,65,110,96,35,39,153,106,111,94,69,81,129,107,168,125,284,153,119,106,0,16,0,16,0,16,0,16,34,38
1400000US08031004603,08031004603,"Census Tract 46.03, Denver County, Colorado",770,120,770,120,0,16,0,16,0,16,9,14,0,16,0,16,0,16,17,25,0,16,23,35,22,35,21,21,39,51,8,13,66,52,82,79,75,61,303,110,91,55,14,22,0,16,0,16,0,16,0,16,0,16
1400000US08031004700,08031004700,"Census Tract 47, Denver County, Colorado",994,198,967,202,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,62,84,48,57,43,69,149,106,70,87,160,124,91,99,193,123,54,69,87,82,10,19,0,16,0,16,0,16,27,34
1400000US08031004801,08031004801,"Census Tract 48.01, Denver County, Colorado",99,58,82,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,33,8,13,0,11,33,32,7,11,0,11,0,11,0,11,17,26
1400000US08031005001,08031005001,"Census Tract 50.01, Denver County, Colorado",273,85,256,86,18,22,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,32,0,11,8,14,0,11,0,11,8,13,9,14,18,15,41,27,56,54,62,42,5,10,9,14,0,11,0,11,17,19
1400000US08031005002,08031005002,"Census Tract 50.02, Denver County, Colorado",2250,202,2242,201,0,16,0,16,55,55,23,26,25,29,0,16,24,28,23,26,0,16,0,16,11,17,37,34,21,24,192,113,180,102,349,133,516,161,545,191,154,95,23,35,0,16,53,55,0,16,11,18,8,14
1400000US08031005102,08031005102,"Census Tract 51.02, Denver County, Colorado",466,94,456,91,0,11,0,11,0,11,0,11,11,17,0,11,0,11,0,11,0,11,0,11,0,11,26,24,0,11,10,15,17,19,143,72,0,11,62,49,39,39,113,39,35,34,0,11,0,11,0,11,10,16
1400000US08031005104,08031005104,"Census Tract 51.04, Denver County, Colorado",1275,103,1235,106,0,11,8,13,0,11,0,11,17,15,0,11,19,31,0,11,0,11,21,20,52,37,98,56,32,32,62,37,81,62,171,75,271,88,258,82,87,51,58,39,0,11,0,11,0,11,0,11,40,35
1400000US08031005200,08031005200,"Census Tract 52, Denver County, Colorado",199,76,173,76,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,41,0,11,0,11,0,11,0,11,0,11,9,14,44,47,27,36,31,31,35,33,0,11,0,11,0,11,26,28
1400000US08031005300,08031005300,"Census Tract 53, Denver County, Colorado",357,53,357,53,0,11,4,6,0,11,0,11,0,11,0,11,4,7,0,11,5,8,4,6,0,11,34,22,19,15,12,12,30,28,41,29,23,19,43,35,23,18,77,27,16,14,0,11,17,15,5,7,0,11
1400000US08031005502,08031005502,"Census Tract 55.02, Denver County, Colorado",211,46,196,45,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,5,8,109,36,45,27,22,25,4,7,11,10,0,11,0,11,15,22
1400000US08031005503,08031005503,"Census Tract 55.03, Denver County, Colorado",343,131,333,128,9,15,29,47,0,11,34,52,0,11,26,38,0,11,27,44,0,11,0,11,10,16,0,11,8,14,0,11,0,11,11,17,21,18,31,22,56,62,43,37,28,43,0,11,0,11,0,11,10,16
1400000US08031006701,08031006701,"Census Tract 67.01, Denver County, Colorado",1878,139,1870,140,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,18,41,45,421,104,667,139,583,119,79,65,0,11,14,23,50,51,8,13
1400000US08031006804,08031006804,"Census Tract 68.04, Denver County, Colorado",549,100,538,100,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,18,0,11,0,11,0,11,0,11,0,11,9,14,6,11,36,50,92,57,84,59,214,71,49,56,18,20,0,11,19,22,11,17
1400000US08031006809,08031006809,"Census Tract 68.09, Denver County, Colorado",1607,204,1607,204,0,16,0,16,0,16,99,64,16,27,0,16,29,48,14,23,0,16,0,16,0,16,0,16,43,51,0,16,47,44,195,97,187,110,376,116,149,84,150,85,302,113,0,16,0,16,0,16,0,16
1400000US08031006810,08031006810,"Census Tract 68.10, Denver County, Colorado",994,170,978,165,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,8,14,9,14,136,118,10,18,27,32,13,29,41,43,444,145,174,88,89,84,27,31,0,16,0,16,0,16,16,25
1400000US08031006811,08031006811,"Census Tract 68.11, Denver County, Colorado",1751,223,1723,223,0,16,0,16,0,16,0,16,0,16,19,30,0,16,0,16,0,16,0,16,0,16,0,16,48,43,66,47,181,116,358,144,225,135,516,167,157,99,90,55,58,64,5,14,0,16,0,16,28,27
1400000US08031006812,08031006812,"Census Tract 68.12, Denver County, Colorado",398,111,398,111,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,12,11,17,23,25,6,10,0,11,20,23,23,26,96,70,46,30,155,76,11,17,0,11,0,11,0,11,0,11
1400000US08031006813,08031006813,"Census Tract 68.13, Denver County, Colorado",1911,190,1868,205,16,27,0,11,0,11,0,11,18,30,0,11,0,11,45,69,0,11,0,11,14,23,12,25,0,11,59,60,57,53,333,151,398,169,394,170,207,133,177,104,92,68,0,11,0,11,46,73,43,52
1400000US08031006814,08031006814,"Census Tract 68.14, Denver County, Colorado",1044,157,1037,159,0,11,0,11,0,11,0,11,0,11,0,11,14,24,0,11,0,11,0,11,12,20,76,82,16,25,47,73,47,77,207,116,106,81,397,165,0,11,115,84,0,11,0,11,0,11,0,11,7,11
1400000US08031006901,08031006901,"Census Tract 69.01, Denver County, Colorado",1950,161,1936,160,0,16,0,16,0,16,0,16,0,16,0,16,0,16,8,12,0,16,0,16,45,62,38,59,169,114,297,164,140,69,485,215,319,121,279,190,17,24,97,83,28,40,14,24,0,16,0,16,14,22
